BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
None,Negative,Positive,Negative,Positive,None,None,None,None,None
Positive,None,None,None,Positive,Positive,None,None,Positive,None
None,Positive,None,None,Positive,None,Neutral,None,None,None
None,None,None,None,Positive,None,Neutral,None,None,None
None,None,None,Positive,Positive,Negative,None,None,None,None
Positive,Neutral,Positive,Positive,None,None,Neutral,None,None,None
None,None,None,None,Positive,Positive,Neutral,None,None,None
None,Negative,None,Negative,Neutral,None,None,None,None,None
Positive,Positive,None,Negative,Positive,Positive,None,None,Positive,None
None,None,None,Negative,Positive,None,None,None,None,None
None,Negative,None,None,None,Negative,None,None,None,None
None,None,Negative,None,None,None,None,None,None,None
Positive,None,None,None,Positive,Neutral,None,None,Positive,None
Positive,None,None,None,Positive,Positive,None,None,None,None
Positive,None,None,None,Positive,Positive,None,None,None,None
Neutral,None,None,None,Negative,None,None,None,Positive,None
Positive,None,None,None,Positive,Positive,Neutral,None,Positive,None
Positive,Neutral,Positive,None,Positive,Positive,None,None,None,None
Negative,None,None,None,Positive,Positive,None,None,Positive,None
Positive,None,Positive,None,None,Negative,None,None,Negative,None
Negative,None,None,Negative,Negative,None,None,None,None,None
None,None,None,Negative,Negative,Negative,None,None,None,None
Positive,None,None,Positive,Positive,Positive,None,None,None,None
None,Negative,None,None,Negative,None,None,Negative,None,None
None,None,Positive,None,None,Positive,None,Positive,None,None
None,None,None,None,Neutral,Negative,Neutral,None,None,None
None,None,None,Negative,None,None,None,None,None,None
None,Negative,None,None,None,None,None,None,Positive,None
Negative,None,None,None,None,None,None,None,None,None
Positive,None,Positive,None,None,Positive,None,None,None,None
None,None,None,Negative,Positive,Negative,None,None,None,None
Negative,None,None,Neutral,Positive,None,None,None,None,None
None,None,Negative,None,None,Negative,Negative,None,Negative,None
None,None,None,Negative,None,None,None,None,None,None
Positive,Positive,None,Neutral,Positive,Positive,Positive,Positive,None,None
Positive,None,None,None,Positive,None,Positive,None,Positive,None
Negative,None,None,None,None,None,None,None,None,None
None,Negative,None,Negative,None,None,None,None,None,None
Negative,None,None,None,None,Negative,None,None,None,None
None,None,None,Negative,None,Positive,None,None,None,None
Positive,Positive,Positive,None,Positive,Positive,Neutral,Positive,Positive,None
Negative,None,None,Negative,Negative,None,None,None,Negative,None
None,Positive,Positive,None,Positive,Positive,Neutral,None,None,None
None,None,None,Negative,Negative,Negative,None,None,None,None
Negative,Negative,None,None,None,None,None,None,None,None
Negative,Neutral,Positive,None,None,Neutral,Negative,Positive,None,None
Positive,None,None,None,None,Positive,None,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
None,None,None,None,Positive,Positive,Neutral,None,None,None
Positive,Positive,None,None,Positive,Positive,None,Positive,None,None
None,Positive,Neutral,None,Positive,Positive,None,None,None,None
Negative,Negative,None,None,Neutral,None,None,None,None,None
Negative,None,None,None,Positive,Positive,None,None,None,None
Positive,None,None,None,None,Positive,None,None,None,None
Positive,Neutral,None,None,Positive,Neutral,Neutral,None,None,None
None,None,None,None,Positive,None,Negative,None,None,None
Positive,None,None,Positive,Positive,Positive,None,None,None,None
Negative,None,None,None,Neutral,None,Neutral,None,None,None
None,None,None,None,Positive,None,Positive,Positive,None,None
None,None,None,Negative,Positive,None,None,None,None,None
None,Negative,None,Negative,None,None,None,None,Positive,None
None,None,Positive,None,Positive,Positive,None,None,None,None
Positive,None,None,None,Positive,Negative,None,None,Positive,None
Negative,None,None,None,None,Negative,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
Negative,None,None,None,Negative,Negative,None,None,None,None
Negative,None,None,Negative,None,Negative,None,None,None,None
None,None,None,Negative,Negative,None,None,None,None,None
None,None,None,None,Negative,Negative,None,None,None,None
None,None,None,Negative,Positive,Negative,None,None,None,None
None,Negative,None,None,None,None,None,None,None,None
Negative,None,None,Negative,Neutral,None,None,None,None,None
Neutral,None,None,Negative,None,None,None,None,None,None
None,None,None,Negative,None,None,None,None,Negative,None
None,None,None,Negative,None,Negative,None,None,None,None
None,Positive,None,None,Positive,Positive,Neutral,None,Positive,None
Negative,None,None,None,Negative,None,None,None,None,None
None,None,None,None,Positive,None,None,None,Neutral,None
None,None,None,None,Positive,None,None,None,None,None
Negative,None,None,None,None,Negative,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
None,None,Positive,None,Negative,Negative,None,None,None,None
None,None,None,None,Positive,Neutral,Neutral,None,None,None
None,None,Positive,None,None,None,Positive,None,Positive,None
None,None,None,None,None,Negative,None,None,None,None
None,None,None,None,None,Positive,None,Positive,None,None
Positive,Positive,Positive,None,Positive,None,None,Positive,Positive,None
None,None,None,None,Neutral,None,Negative,None,None,None
Negative,Neutral,None,None,Negative,Negative,None,None,None,None
None,None,None,None,Positive,None,Neutral,None,None,None
None,None,Positive,None,Positive,None,None,None,Positive,None
None,Positive,None,None,Positive,Positive,None,None,None,None
None,None,None,None,Positive,None,None,Positive,None,None
Positive,None,Positive,None,None,Neutral,None,None,Positive,None
None,None,Positive,None,None,None,None,None,Positive,None
None,None,Neutral,None,None,None,None,None,None,Negative
None,None,None,None,None,None,None,None,Negative,None
Positive,None,Neutral,Neutral,None,None,None,Positive,None,None
None,None,None,Negative,None,None,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,None,Positive,Positive,None,None,None,None
Positive,Neutral,None,Positive,Positive,None,Neutral,None,None,None
Positive,Neutral,None,None,Positive,Positive,Neutral,None,Positive,None
Negative,None,None,None,Positive,Positive,None,None,None,None
Positive,None,None,None,Positive,None,None,None,Positive,None
None,Positive,None,None,Positive,Positive,Positive,None,None,None
Negative,None,None,None,None,Positive,None,None,None,None
Negative,None,None,None,Positive,Negative,None,None,None,None
None,None,None,Negative,Negative,None,None,None,None,None
Positive,None,None,Negative,Positive,None,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
None,Negative,None,Negative,Negative,None,None,None,None,None
Negative,Neutral,None,Neutral,None,None,None,None,Neutral,None
None,None,None,None,Positive,None,None,None,None,None
Negative,None,None,Negative,Neutral,Negative,Neutral,None,None,None
None,None,Positive,Positive,None,None,None,None,Positive,None
Positive,None,None,None,None,Negative,None,None,None,None
Positive,None,Positive,Positive,Positive,None,None,None,None,None
None,None,None,None,Positive,None,Negative,None,None,None
Positive,Neutral,None,None,Positive,Neutral,None,None,None,None
Neutral,Neutral,None,Neutral,None,Positive,None,Positive,None,None
None,None,None,None,Neutral,None,None,None,None,Negative
Negative,None,None,None,Negative,None,None,None,Negative,None
Negative,None,None,None,Neutral,None,None,None,None,None
None,Positive,Positive,None,None,Positive,None,None,Positive,None
Neutral,None,Negative,None,None,Negative,Negative,None,None,None
None,Positive,None,None,Positive,None,None,None,None,None
None,None,None,None,Neutral,Negative,None,None,Positive,None
None,Negative,Negative,Negative,None,Negative,None,None,None,None
None,None,Positive,None,Positive,Positive,Neutral,None,None,None
Neutral,Positive,Neutral,Positive,None,Positive,Neutral,None,None,None
Neutral,Negative,None,Positive,Positive,Positive,Neutral,None,None,None
None,None,None,None,Positive,None,Negative,None,None,None
Positive,None,Positive,Neutral,None,Positive,Positive,None,Positive,None
Negative,Negative,None,Negative,None,None,None,None,None,None
None,None,None,None,Positive,Negative,None,None,None,None
None,None,None,None,Positive,None,None,None,None,None
None,None,None,Negative,Positive,None,Neutral,None,Negative,None
Positive,Positive,None,None,None,None,Positive,None,None,None
None,None,None,Negative,None,None,None,None,None,None
Positive,None,None,Neutral,Positive,Neutral,None,None,None,None
None,None,None,None,Positive,None,Neutral,None,None,None
Positive,Positive,None,None,Positive,None,Neutral,Positive,None,None
None,None,None,Negative,Positive,Negative,None,None,None,None
None,None,None,None,None,None,None,Negative,None,None
None,Negative,None,None,Negative,None,Neutral,Negative,None,None
Positive,None,None,Negative,Negative,None,None,None,None,None
Negative,None,None,Negative,Negative,None,None,None,None,Negative
Positive,None,None,None,Positive,None,Neutral,None,None,None
Neutral,Positive,None,None,None,Positive,None,None,Positive,None
None,Positive,None,None,None,Positive,Neutral,None,Positive,None
None,None,None,Negative,None,None,None,None,None,None
Positive,None,None,None,Positive,Positive,Positive,Positive,None,None
None,Positive,None,None,Positive,Positive,None,None,None,None
Positive,None,None,Negative,None,None,None,Negative,None,None
None,None,None,None,None,None,None,None,Negative,None
None,Positive,Positive,None,None,None,Positive,None,Positive,None
None,None,None,Negative,None,None,None,Negative,None,None
None,None,None,None,Positive,None,None,None,None,None
None,None,Positive,None,None,Positive,None,None,None,None
Negative,None,Positive,Negative,None,None,None,None,None,None
None,None,None,None,Positive,Positive,Neutral,None,None,None
None,None,Positive,Negative,None,Negative,None,None,None,None
None,None,None,None,None,None,None,None,Negative,None
None,None,None,None,None,None,None,None,Negative,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
None,None,None,None,None,None,None,Negative,Positive,None
None,None,None,None,Neutral,None,Neutral,None,Positive,None
None,None,None,None,None,Negative,None,None,None,None
Neutral,None,None,None,None,None,Negative,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,None,None,Negative,None,None,None,None
Negative,None,None,None,Positive,None,None,None,Positive,None
None,Negative,None,Negative,Neutral,Negative,None,None,None,None
None,Negative,None,Negative,None,None,None,None,None,None
None,None,None,None,Positive,Positive,None,None,Positive,None
Positive,None,None,None,None,Negative,None,None,None,None
None,None,None,None,Positive,Positive,Positive,None,Positive,None
None,None,None,None,Neutral,None,None,None,None,None
None,Negative,None,Negative,Positive,Positive,None,None,None,None
None,None,None,None,Positive,None,Positive,None,Positive,None
Negative,None,None,None,Positive,None,None,None,None,None
None,None,None,None,None,Negative,None,None,None,None
Negative,None,None,None,None,Negative,None,None,None,None
Negative,None,None,None,Positive,None,None,None,None,None
Neutral,None,Negative,None,Positive,Positive,Neutral,Positive,None,None
Negative,None,None,None,None,Negative,None,None,None,None
Positive,None,None,Neutral,None,Positive,Neutral,Positive,Positive,None
Negative,Negative,None,Negative,Negative,Negative,None,None,None,None
Neutral,None,None,None,None,None,None,None,None,None
Neutral,None,None,None,Neutral,Neutral,Neutral,None,None,None
None,None,None,None,Negative,Negative,None,None,Negative,Negative
Positive,None,None,Negative,Neutral,None,Neutral,None,None,None
Positive,Positive,Positive,None,Positive,None,None,None,None,None
None,Positive,Positive,None,Positive,Positive,None,None,None,None
Negative,None,None,Negative,Positive,Positive,Neutral,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
None,None,None,None,Positive,Positive,Neutral,None,None,None
Positive,None,Positive,Positive,Positive,Positive,None,None,Positive,None
Negative,None,None,None,None,None,None,None,None,None
Negative,Neutral,None,None,Negative,None,None,None,Positive,None
Positive,None,Negative,Neutral,Neutral,Neutral,None,Positive,Positive,None
