comment,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
Những ai đánh giá ko tốt về sản phẩm nên xem lại tui mới mua và đã trải nghiệm máy rất tốt chụp ảnh rất đẹp pin xài cả ngày ko hết đó là vừa chơi game vừa xem Youtube các thứ ko hề có 1 lỗi gì,5,Positive,Positive,None,None,Positive,None,None,None,None,None
"Mới lấy lúc chiều 5tr6 cảm nhận ban đầu may đẹp, màn độ sáng kém phải để fun sáng",5,None,None,Positive,None,None,None,Neutral,Negative,None,None
"Điện thoại mua ngày 28/12/19, sử dụng đến nay mọi thứ ok. Pin trâu, sử dụng hơn 1 ngày. Pin để qua đêm tụt 1-2%,quá ok. Nhận diện vân tay nhanh. Không uổn tiền khi mua.",5,Positive,None,None,Positive,Positive,None,Positive,None,None,None
"Mình mua máy đc 2 hôm. Tất cả mọi thứ đều OK. Rất ưng với tầm giá chưa đến 6tr. Có điều có 1 điểm góc dưới bên trái màn hình bị cảm ứng k đc nhạy lắm. Ra tgdg đc nhân viên hỗ trợ đổi máy rất nhiệt tình. Nhưng do hết máy nguyên hộp nên đc hỗ trợ đổi máy bày bên ngoài. Làm cách nào để biết đc máy bên ngoài đó là máy mới chưa qua sd, k phải máy đổi trả của khách hàng trc nhỉ. Mình thấy máy đc đổi đã kích hoạt OK hết rồi.",5,None,None,None,Negative,Positive,None,Neutral,None,Positive,None
"Có ai bị lỗi kết nối wifi ko?? Để đt lâu khoảng 1, 2h ko dùng khi mở khoá màn hình vẫn thấy có wifi nhưng ko có mạng, tắt wifi sau đó mở lại thì lại kết nối bình thường",3,None,None,None,Negative,None,None,None,None,None,None
"T xài đc 5 tháng r mới mua về cũng dính mấy lỗi vặt mà update mấy phiên bản thì giờ xài ok r pin cũng ổn định hơn trước bao trâu, sóng bắt mạnh chụp ảnh tương đối ngon nhất trong tầm giá chính hãng rồi. Có  camera lồi cao quá phải xài ốp hơi to",5,Positive,Neutral,Negative,Positive,Positive,Neutral,Neutral,None,None,None
Mình thấy cái này tầm giá này vậy là ok rồi cảm ứng mượt loa ko lớn ko nhỏ vân tay cũng khá nhạy camera sau thì cũng ok trước thì cũng tạm chấp nhận..giá tầm trung nên cái gì cũng trung bình là đc rồi chứ muốn cao hơn thì phải giá khác..mẫu đt có thể cấu hình cao hơn nhưng về vẻ đẹp thì nó đẹp hơn..,5,None,Neutral,None,Positive,Positive,None,Neutral,None,None,None
"Máy chơi game cấu hình cao mươt,hơi nóng nhẹ nhưng không đáng kể,lâu lâu cụgr có giật nhưng không khó chịu,chụp hình ổn,âm thanh khá......tốt trong tầm giá.",5,None,Positive,None,Positive,Positive,Neutral,Neutral,None,None,None
Cung đc nhưng đt xài 2 tháng rưỡi 97% ko biết co s ko ạ. Với lại ban đầu sạc 2 tiếng rưỡi là đầy bây giờ tận 3 tiếng lận,4,Negative,None,None,None,Neutral,None,None,None,None,None
"Quá tệ máy lỗi và lag còn hơn con Joy 3
Thời gian đầu chơi liên quân còn mượt chứ bây giờ là ko thể vào game đc vì lag :v
Thất vọng về sản phẩm này",1,None,None,None,None,Negative,Negative,None,None,None,None
"Cảm nhận sau 1tháng
Nếu  ip11 với ss20 là 100 điểm .thì vivo s1pro xứng đáng đạt 85.
Máy rất mượt. Cảm ứng nhạy. Nhận dạng nhanh .cam tốt .loa to
Chưa chơi game nặng nên còn chưa biết hết.
Cảm thấy xứng với giá tiền tầm trung.",4,None,Positive,None,Positive,Positive,Positive,Neutral,None,None,None
"Mỗi lần muốn bật tắt wifi phải vô cài đặt à, ai biết cách nhanh hơn ko . Chán thật sự, cho 4s thôi",4,None,None,None,Negative,None,None,None,None,None,None
"Mk dùng được hơn 2 thág , máy ảnh các thứ pin thì ok, nhưg hiện giờ xuất hiện tình trạng máy bị giật lag rất khó chịu...hay bị lỗi camera",2,Positive,Neutral,None,None,None,Negative,None,None,None,None
"Máy quá chuẩn với giá tâm trừng Đáp ứng đầy đủ nhu cầu của xứ hướng hiện này này.mờ khóa gương mặt,quà sáng chạnh. Tuyệt vời.mấy rất đẹp.",5,None,None,Positive,Positive,Positive,None,Neutral,None,Positive,None
"Đt a92 này đag xem hoặc đag chơi j đó hay bị out ra ngoài....thường xuyên bị đứng máy..... Hay nhảy wa ứng dụng khác,.... Sài màk mún đập lun cái đt, tức ra.....ai có cách nào khắc phục chỉ mình vs, chứ sài kiểu này sao mak sài dc......",1,None,None,None,None,None,Negative,None,None,None,None
"Mình vừa mới mua sản phẩm này, nói chung cấu hình cao hơn so với giá. Nên rẻ là mua. Nhưng phần chưa hài lòng lắm là độ sáng màn hình. Mắt mình yếu nên chỉnh ánh sáng mờ 1 tí, nhưng hễ vào camera hay thư viện, ảnh là nó sáng trưng tối đa luôn dù thanh độ sáng vẫn vậy, thoát ra thì nó như lúc setting",3,None,None,None,None,None,Neutral,Positive,Negative,None,None
Mới mua dc 2 ngày pin để qua đem tụt pim nhiẻu dù đa tăt hêt ứng dụng tất cả wifi .,3,Negative,None,None,None,None,None,None,None,None,None
"Máy xài rất ok, vừa tay cầm. Nhân viên nhiệt tình dễ thương. Cho mình hỏi trong hộp ip7 có cổng logeng kg.",5,None,None,Positive,None,Positive,None,None,None,Positive,None
"Sản phẩm rất tốt, nhân viên tư vấn rất nhiệt tình, pin trâu, sạc nhanh, chơi game mượt, màn hình to có tần số quét 90hz khiến trải nghiệm game tốt hơn, chơi game cũng không quá nóng chỉ hơi ấm ở phần gần camera.Nói chung rất đáng tiền, ai muốn mua thì nên mua bản 4gb, đừng mua bản 8gb vì đầu tư không xứng ( ở mức đó có thể mua realme 6 pro ).",4,Positive,None,None,None,Positive,Neutral,Positive,Positive,Positive,None
2 bữa đầu thì có vẻ tụt pin nhanh như xài sau đó thì pin trâu vô cùng. Camera xuất sắc. Mượt. Cày game Liên Quân và Pubg thì khỏi chê,5,Neutral,Positive,None,None,None,Positive,None,None,None,None
"Lúc mới mua pin để qua đêm tuột cỡ 3-4% pin . Nay xài dc 2 tháng qua đêm pin tuột 10%pin ,",3,Negative,None,None,None,None,None,None,None,None,None
"Mua tới hôm này sài được 4 ngày rồi. Nhìn chung thì mọi thứ khá ổn, chỉ trừ pin hai quá nhanh và wifi bắt yếu thôi. Mình sài không chơi game chỉ sử dụng nghe gọi, lướt Facebook thôi, mà sạc 2 lần đầu đủ tám tiếng, rút ra để điện thoại chờ thôi mất gần 10%. Còn wifi thì thực sự tệ tại mấy mình hay mấy bạn khác có bị không, chứ mình sài tài khoản messenger chung tin nhắn tới con redmi note 4 nhận được rồi hồi lâu mới tới điện thoại này kêu. Để sử dụng một thời gian có bản cập nhật cải thiện hơn không.",4,Negative,None,None,Negative,Positive,None,None,None,None,None
Mới nhận máy hồi sáng. Máy sử dụng mượt mà. Chưa phát sinh lỗi gì. Camera chụp ảnh đẹp,5,None,Positive,None,None,Neutral,Positive,None,None,None,None
Tam on thoi nhung hoi dat. Dien nay nay bin hoi kem toc do su ly hoi kem tien hoi dat,4,Negative,None,None,None,Neutral,Negative,Negative,None,None,None
"máy mới mua, máy đẹp, chụp hình nét, loa nghe vừa phải. Mua ngay đợt khuyến mãi nên giá tốt. Nhân viên vui, nhiệt tình, rất thích!",5,None,Positive,Positive,Positive,None,None,Positive,None,Positive,None
"Rất tốt trong tầm giá!nhiều người đánh giá máy bị này bị kia còn riêng tui thì máy tầm 4tr thì muốn đòi hỏi cao cũng ko dc!nếu muốn đòi hỏi cao thì nên mua máy hơn chục triệu đi4tr mà muốn máy ngon mượt rẻ thì kiếm đâu ra?đánh giá kiểu này thì dsanhs giá làm gì?!còn ai muốn chơi games nhẹ hoặc lướt zalo,facebook.v.v......thì nên mua máy này di!còn sóng yếu hay song mạnh thì nên xem lại mạng nhà mọi người có tốt hay ko,hay là nha bạn xa trạm phát sóng hay là ko!4tr như là quá ngon còn dc pin trâu+thiết kế thời thượng mà hãng samsung thì kiếm đâu ra?..........",5,Positive,None,Positive,None,Positive,None,Neutral,None,None,None
"Mới mua 2 ngày, máy ngon tất cả đều ổn,đag dùng s9+ mua thêm con này,ko thấy lổi j cả",5,None,None,None,None,Positive,None,None,None,None,None
"Ai có ý mua thì bỏ thêm 500k mua bản 6G ram nha, mình lúc đầu mua bản 4Gram trải nghiệm vài ngày thì đổi sang 6gram. Thêm 500k nhưng hiệu năng tốt hơn rất nhiều,game free fire, liên quân, pes 2020 mobi bật được max setting, còn pubg mình chưa test (bản 4GRam bật max được nhưng trải nghiệm khá giật, tuy đã để fps 60 nhưng không hiểu sao nó kiểu như vẫn là 30fps). tuy thông số camera ngang nhau nhưng sự trên lệch khá rõ ràng. bản 6G ram mới là toàn diện.",5,None,Positive,None,None,None,Positive,None,None,None,None
Quá tuyệt trong tầm giá.chí thiếu mở khoá bằng tai nghe Bluetooth. Tịnh năng có nhưng chưa ad đựoc. Chờ cập nhật...,5,None,None,None,Negative,Positive,None,Neutral,None,None,None
"Dùng được 4 tháng, ko có nhu cầu nhiều chỉ nghe gọi và dùng zalo hoặc đọc báo nhưng nhiều lúc chỉ muốn đập. Điện thoại thường xuyên bị treo, đơ rất khó chịu. Mỗi lần bị lại phải bấm nút nguồn rồi mở lại, Phím bấm phản hồi chậm. Có khi có người gọi đến thì treo máy luôn bấm mãi ko được đến lúc được thì cũng hết chuông luôn... nản. Ưu điểm được mỗi cái là pin rất trâu. Khuyên mọi người có ý định mua điện thoại cùng tầm giá thì nên mua loại khác đừng mua loại này sẽ phải hối tiếc",1,Positive,None,None,Negative,Negative,Negative,Neutral,None,None,None
Chán..ko muốn dùng luôn..bây giờ có lên đổi ko đây..ko bao jo dùng con chíp này nữa. Các bạn nha,1,None,None,None,None,Negative,Negative,None,None,None,None
"Sau 1 tháng sd. Tốt : màn hình đẹp, mượt. Âm thanh ok. Camera đẹp. Tệ: máy rất mau nóng, pin tuột nhanh.1",4,Negative,Positive,None,Positive,None,Negative,None,Positive,None,None
Mới mua ở TGDĐ Lộc Ninh 6.600.000.. cho ông nội sử dụng.. tuy không có gì đặc sắc nhưng với mức giá này thì cũng tạm ổn rồi.,3,None,None,None,None,Neutral,None,Neutral,None,None,None
"May mua về cài Zalo, dùng 2 sim mà không sử dụng gì để không trong 3h thì tụt 5% pin.
Sạc đầy và bắt đầu dùng từ: 8h sáng đến 16h30 sử dụng 40p còn đâu để không tụt 15% pin. 
Khá thất vọng về pin của Samsung",3,Negative,None,None,None,None,None,None,None,Negative,None
"Quá thất vọng về sp .mua chưa được 1 tháng máy báo lỗi tùm lum, đem ra bảo hành chỉ cập nhật cho máy rồi kêu đem về theo dõi.",1,None,None,None,None,Negative,None,None,None,Neutral,None
"Chất lượng sản phẩm hoàn thiện rất tốt
Cứng cáp, mẫu mã đẹp, màn hd nhưng khá đẹp, ko thấy rỗ.
Mỗi tội vân tay chậm và ko nhạy lắm, 10 lần thì hết 3 lần ko mở được bằng vân tay",4,None,None,Positive,Negative,None,None,None,Positive,None,None
"Thất vọng quá mọi người à. Dùng được 2 tuần ms thấy pin yếu vô cùng . Lúc đầu ko tin review, bây giờ thì hối cũng ko kịp. Lần đầu dùng samsung cũng là lần cuối dùng samsung . Quá chán, dùng bao nhiêu đời Oppo, xiaomi, ko con nào tệ như con này. Các bạn đừng mua con này.",1,Negative,None,None,None,Negative,None,None,None,Negative,None
"Có ai bị như mình không , máy tự ngắt kết nối wiffi , máy khá là nóng , thi thoảng còn bị giật lag",1,None,None,None,Negative,None,Negative,None,None,None,None
Máy đẹp pin trâu camera đẹp nhân viên tư vấn nhiệt tình quá tuyệt vời  ,5,Positive,Positive,Positive,None,None,None,None,None,Positive,None
Không nên mua đt này.. mới mua 3 tháng mà loa nói người ta không nghe được.. mua giá gần 14tr mà chất lượng tệ quá,1,None,None,None,Negative,Negative,None,Neutral,None,None,None
"Máy nghe gọi xem youtube, nghe FM va đọc báo mượt , quá tốt cho 1 con máy có vài trăm",5,None,None,None,Positive,Positive,Positive,Positive,None,None,None
Xài hay bị lag và đơ máy...có khi bấm tin nhắn đi rất nhiều lần mà nó vẫn không hiện chữ lên...nói chung hồi giờ xài samsung mà chưa thấy maý nào mới mua về tệ như máy này...a chị e nào có ý định mua thì e nghỉ k nên nhé ....cảm ơn,2,None,None,None,None,Negative,Negative,None,None,None,None
"Mình mới mua dc 2 ngày . Xem tối đa công xuất. Nhưng pin  có thấy tụt j đâu. Dt màn hình 6,7 in thì phải hao chứ. Chơi game 4h liên tuc. Dọc báo hơn 10h nữa pin còn 30",4,Positive,Positive,None,None,None,None,None,Neutral,None,None
"Cam xấu, cấu hình tạm đc
Ko bang may con oppo reamel xiaomi, noi chung chỉ mua đt nay cho nguoi gia thôi",3,None,Negative,None,None,Neutral,Neutral,None,None,None,None
Sài dc 2 tháng pin thì 2 ngày nếu lướt face vs nt mess chơi game nhẹ howto mượt né những tự game như liên quân pubg chơi êm ru,5,Positive,None,None,None,None,Neutral,None,None,None,None
Oppo a9 2020 chơi game dở và cấu hình dở hơn f9 nữa . Pin thì cỡ 4000 chứ ko phải 5000 nhé. Game 4gb thì phải chứ 8gb lừa à :)),1,Negative,None,None,None,None,Negative,None,None,None,None
Mình vừa mới mua nên ko đánh giá được nhiều nhưng có 1  điều là :. âm thanh dở quá nhỉ.rè rè thế nào í.,3,None,None,None,Negative,None,None,None,None,None,None
Máy mau hêt pin . Sąc đây 100% sáng đě tői chiêu hêt 44% . Khong xài cūng tu hêt pin . Thât võng wá ...,3,Negative,None,None,None,None,None,None,None,None,None
"Phân khúc giá 6tr sài như hạch. Đã đổi trả máy sao 3 ngày sử dụng. Lần đầu đổi gió sang oppo và cũng là lần cuối. 
1: Pin để chỉ số cao mà sai tụt pin như tụt quần
2: hổ trợ xạc nhanh, nhưng cảm giác như xạc thường 40% lên 100% tầm hơn 1h
3: Ram 6GB ko chơi liên quân chỉ chơi võ lâm vẫn thấy giật lag văng ra ngoài
               Tạm kêt: Như Hạch",1,Negative,None,None,None,Negative,Negative,Neutral,None,None,None
máy mượt đã lên miui 11 pin trâu máy bắt wifi bắt xa khỏi chê mua về chiến game miễn bàn,5,Positive,None,None,Positive,None,Positive,None,None,None,None
"Đầu tiên mình ko để ý đến cái tên xiaomi nhưng nghe
a bạn đã dùng được 2 năm tư vấn mua luôn dùng thấy ok mọi thứ đều mượt pin quá trâu nhưng camera hay lỗi lúc muốn chụp thì ko lên ảnh",3,Positive,Negative,None,None,Positive,Positive,None,None,None,None
